category,brand,product,product_name,price,per_unit_price
bakery,Weight Watchers,White Bread,Weight WatchersWhite Bread450 g,$4.79ea,$1.06/ 100g
bakery,Farmer's Market,Farmer Market Homestyle Minced Fruit Tarts Pack Of 6,Farmer's MarketFarmer Market Homestyle Minced Fruit Tarts Pack Of 6510 g,$6.99ea,$1.37/ 100g
bakery,,"60% Whole Wheat Bread, Sliced","60% Whole Wheat Bread, Sliced450 g",$2.99ea,$0.66/ 100g
bakery,Kimberley's Bakeshoppe,Soft Sugar Cookies Vanilla Frosted,Kimberley's BakeshoppeSoft Sugar Cookies Vanilla Frosted689 g,$9.99ea,$1.45/ 100g
bakery,PC Organics,Organic Original Tortilla 10,PC OrganicsOrganic Original Tortilla 10390 g,$4.29ea,$1.10/ 100g
bakery,Furlani,Parmesan Garlic Knots,FurlaniParmesan Garlic Knots296 g,$4.39ea,$1.48/ 100g
bakery,President's Choice,Bread Crumbs,President's ChoiceBread Crumbs300 g,$1.59ea,$0.53/ 100g
bakery,,Bread Cheese Unsliced,Bread Cheese Unsliced470 g,$6.29ea,$1.34/ 100g
bakery,President's Choice,Yukon Gold Potato Loaf,President's ChoiceYukon Gold Potato Loaf480 g,$3.59ea,$0.75/ 100g
bakery,Farmer's Market,Cinnamon Mini Coffee Cakes,Farmer's MarketCinnamon Mini Coffee Cakes324 g,$4.99ea,$1.54/ 100g
bakery,,"Assorted Square Platter, 24 Pieces","Assorted Square Platter, 24 Pieces592 g",$10.00ea,$1.69/ 100g
bakery,Farmer's Market,Lemon Coffee Cake,Farmer's MarketLemon Coffee Cake500 g,$6.00ea,$1.20/ 100g
bakery,La Baguetterie,Ciabatta Demi ,La BaguetterieCiabatta Demi 450 g,$3.19ea,$0.71/ 100g
bakery,Farmer's Market,Sandwich Croissant,Farmer's MarketSandwich Croissant260 g,$5.19ea,$2.00/ 100g
bakery,Wonder,Whole Wheat Hot Dog Rolls,WonderWhole Wheat Hot Dog Rolls8x60.0 g,$3.99ea,$0.83/ 100g
bakery,Rubschlager,Marble Rye Loaf,RubschlagerMarble Rye Loaf454 g,$2.89ea,$0.64/ 100g
bakery,,Cheese Pizza Buns 4 Pack,Cheese Pizza Buns 4 Pack460 g,$5.79ea,$1.26/ 100g
bakery,,Pizza Dough,Pizza Dough650 g,$2.79ea,$0.43/ 100g
bakery,Dempster,Sesame Bagels,DempsterSesame Bagels6x75.0 g,$4.19ea,$0.93/ 100g
bakery,President's Choice,Gluten Free Tortillas Original,President's ChoiceGluten Free Tortillas Original360 g,$5.99ea,$1.66/ 100g
bakery,Dimpflmeier,Marble Rye Bread,DimpflmeierMarble Rye Bread500 g,$3.79ea,$0.76/ 100g
bakery,President's Choice,Gluten Free Strawberry Cake ,President's ChoiceGluten Free Strawberry Cake 553 g,$9.99ea,$1.81/ 100g
bakery,President's Choice,Cannoli Kit,President's ChoiceCannoli Kit300 g,$8.99ea,$3.00/ 100g
bakery,La Rocca,Lemon Mousse Cake 6 inch,La RoccaLemon Mousse Cake 6 inch85 g,$21.99ea,$25.87/ 100g
bakery,,Raised Hawaiian Donuts 6 Pack,Raised Hawaiian Donuts 6 Pack600 g,$7.99ea,$1.33/ 100g
bakery,Schar,Ten Grain Seeds Bread,ScharTen Grain Seeds Bread400 g,$8.99ea,$2.25/ 100g
bakery,Kimberley's Bakeshoppe,Holiday Ginger Frosted Cookies Pk 10,Kimberley's BakeshoppeHoliday Ginger Frosted Cookies Pk 10383 g,$4.99ea,$499.00/ 100g
bakery,,Chocolate Tpped Long John Donut 6 pack,Chocolate Tpped Long John Donut 6 pack780 g,$7.99ea,$1.02/ 100g
bakery,,"Cream Horns, Large","Cream Horns, Large50 g",$1.99ea,$3.98/ 100g
bakery,,"Pumpernickel Bread, Sliced","Pumpernickel Bread, Sliced450 g",$3.19ea,$0.71/ 100g
bakery,Rudolphs,Bavarian Premium Sandwich Bread,RudolphsBavarian Premium Sandwich Bread500 g,$4.29ea,$0.86/ 100g
bakery,,Cinnamon Raisin Bread Unsliced,Cinnamon Raisin Bread Unsliced725 g,$4.49ea,$0.82/ 100g
bakery,,Garlic Bread with Cheese,Garlic Bread with Cheese260 g,$3.49ea,$1.34/ 100g
bakery,,Cheese Swirl Bun 2 Pack,Cheese Swirl Bun 2 Pack133 g,$3.19ea,$2.40/ 100g
bakery,two-bite,Mini Chocolate Cupcakes 12 Pack,two-biteMini Chocolate Cupcakes 12 Pack284 g,$5.29ea,$1.86/ 100g
bakery,Poppers, Popped Grains Wheat Minis,Poppers Popped Grains Wheat Minis45 g,$3.99ea,$8.87/ 100g
bakery,,"Chia Bread, Unsliced","Chia Bread, Unsliced450 g",$3.99ea,$0.89/ 100g
bakery,President's Choice,Crumpets,President's ChoiceCrumpets284 g,$2.69ea,$0.95/ 100g
bakery,President's Choice,À L’Européenne Light Rye Loaf,President's ChoiceÀ L’Européenne Light Rye Loaf480 g,$3.59ea,$0.75/ 100g
bakery,,"12 Grain Bread, Sliced","12 Grain Bread, Sliced450 g",$3.99ea,$0.89/ 100g
bakery,,White Baguette,White Baguette255 g,$1.69ea,$0.66/ 100g
bakery,,Sesame Kaiser Roll 6 Pack,Sesame Kaiser Roll 6 Pack330 g,$3.99ea,$1.21/ 100g
bakery,Sha Sha,Ginger Snaps,Sha ShaGinger Snaps300x300.0 g,$6.99ea,$2.33/ 100g
bakery,,"Chia Bread, Sliced","Chia Bread, Sliced450 g",$3.99ea,$0.89/ 100g
bakery,Farmer's Market,Berry Medley Muffins,Farmer's MarketBerry Medley Muffins570 g,$6.99ea,$1.23/ 100g
bakery,,Apple Fritter Donut 2 Pack,Apple Fritter Donut 2 Pack2x290.0 g,$3.49ea,$1.20/ 100g
bakery,Farmer's Market,Raisin Bran Muffins,Farmer's MarketRaisin Bran Muffins600 g,$6.99ea,$1.17/ 100g
bakery,Farmer's Market,"Loaf Cake, Banana","Farmer's MarketLoaf Cake, Banana390 g",$6.29ea,$1.61/ 100g
bakery,President's Choice,Gluten Free Millet & Quinoa,President's ChoiceGluten Free Millet & Quinoa454 g,$5.79ea,$1.28/ 100g
bakery,Kimberley's Bakeshoppe,Soft Sugar Cookies Red Velvet Frosted,Kimberley's BakeshoppeSoft Sugar Cookies Red Velvet Frosted383 g,$4.99ea,$1.30/ 100g
bakery,,"Bagels, Cinnamon Raisin 6 Pack","Bagels, Cinnamon Raisin 6 Pack648 g",$4.29ea,$3.97/ 100g
bakery,ACE,"Artisan Crisps, Rosemary & Sea Salt","ACEArtisan Crisps, Rosemary & Sea Salt180 g",$5.99ea,$3.33/ 100g
bakery,Promise Gluten Free, Soft White Loaf,Promise Gluten Free Soft White Loaf480 g,$7.99ea,$1.66/ 100g
bakery,Furlani,Frozen Texas Toast Parmesan Garlic,FurlaniFrozen Texas Toast Parmesan Garlic16x40.0 g,$4.49ea,$0.70/ 100g
bakery,,Glazed Doughnuts,Glazed Doughnuts470 g,$7.99ea,$1.70/ 100g
bakery,,"Rolls, 60% Whole Wheat","Rolls, 60% Whole Wheat400 g",$2.79ea,$0.70/ 100g
bakery,,"60% Whole Wheat Bread, Sliced","60% Whole Wheat Bread, Sliced450 g",$2.99ea,$0.66/ 100g
bakery,,"Instore Made Cinnamon Raisin Buns, Glaze 4 pack","Instore Made Cinnamon Raisin Buns, Glaze 4 pack552 g",$4.99ea,$0.90/ 100g
bakery,,"Boston Cake, Fruit Topped","Boston Cake, Fruit Topped900 g",$21.99ea,$2.44/ 100g
bakery,Furlani,Parmesan Garlic Knots,FurlaniParmesan Garlic Knots296 g,$4.39ea,$1.48/ 100g
bakery,La Baguetterie,White Oval,La BaguetterieWhite Oval454 g,$3.19ea,$0.70/ 100g
bakery,,"Assorted Square Platter, 24 Pieces","Assorted Square Platter, 24 Pieces592 g",$10.00ea,$1.69/ 100g
bakery,Old Mill,Hot Dog Buns,Old MillHot Dog Buns344 g,$3.09ea,$0.90/ 100g
bakery,Farmer's Market,Everything Butter Croissants,Farmer's MarketEverything Butter Croissants270 g,$5.19ea,$1.92/ 100g
bakery,La Rocca,6 Inch Red Velvet Cake,La Rocca6 Inch Red Velvet Cake600 g,$18.99ea,$3.17/ 100g
bakery,Farmer's Market,Sandwich Croissant,Farmer's MarketSandwich Croissant260 g,$5.19ea,$2.00/ 100g
bakery,President's Choice,Tortillas Original ,President's ChoiceTortillas Original 340 g,$3.79ea,$1.11/ 100g
bakery,,Strawberry Cake 8 Inch,Strawberry Cake 8 Inch1000 g,$26.99ea,$2.70/ 100g
bakery,Suraj,Naan Garlic 10 Pk,SurajNaan Garlic 10 Pk1 kg,$5.29ea,$0.53/ 100g
bakery,Farmer's Market,Cookies and Creme Cake,Farmer's MarketCookies and Creme Cake825 g,$15.99ea,$1.94/ 100g
bakery,Farmer's Market,Fruitcake Dark with Marzipan,Farmer's MarketFruitcake Dark with Marzipan500 g,$8.99ea,$1.80/ 100g
bakery,Dempster,Signature Four Cheese Bagels,DempsterSignature Four Cheese Bagels375 g,$4.19ea,$1.12/ 100g
bakery,Casa Mendosa,"Tortilla Queso 10""","Casa MendosaTortilla Queso 10""384 g",$4.49ea,$1.17/ 100g
bakery,two-bite,Mini Vanilla Cupcakes 12 Pack,two-biteMini Vanilla Cupcakes 12 Pack284 g,$5.29ea,$1.86/ 100g
bakery,ACE,Sesame Baguette,ACESesame Baguette325 g,$3.79ea,$1.17/ 100g
bakery,,Boston Chocolate Strawberry Cake,Boston Chocolate Strawberry Cake1.1 kg,$21.99ea,$2.00/ 100g
bakery,Dempster,100% Whole Grains 12 Grain Bread,Dempster100% Whole Grains 12 Grain Bread600 g,$4.69ea,$0.78/ 100g
bakery,,Bread Cinnamon Raisin Sliced,Bread Cinnamon Raisin Sliced550 g,$4.49ea,$0.82/ 100g
bakery,,ProteinUp Tortilla Wrap with Sea Salt & Pepper,ProteinUp Tortilla Wrap with Sea Salt & Pepper284 g,$3.89ea,$1.37/ 100g
bakery,Farmer's Market,Vanilla Cake,Farmer's MarketVanilla Cake490 g,$6.99ea,$1.43/ 100g
bakery,Pita Break,"Morning Rounds, Apple Cinnamon","Pita BreakMorning Rounds, Apple Cinnamon450 g",$4.29ea,$0.95/ 100g
bakery,Ready Bake,Garlic Bread,Ready BakeGarlic Bread330 g,$3.99ea,$1.21/ 100g
bakery,Ready Bake,"Oval, Olive","Ready BakeOval, Olive450 g",$4.99ea,$1.11/ 100g
bakery,Farmer's Market,Red Velvet Cake,Farmer's MarketRed Velvet Cake490 g,$6.99ea,$1.43/ 100g
bakery,ACE,"Artisan Crisps, Olive Oil & Sea Salt","ACEArtisan Crisps, Olive Oil & Sea Salt180 g",$5.99ea,$3.33/ 100g
bakery,Dimpflmeier,Bread Original Swedish Style Light Rye,DimpflmeierBread Original Swedish Style Light Rye680 g,$5.29ea,$0.78/ 100g
bakery,,"Rolls, Calabrese","Rolls, Calabrese480 g",$3.99ea,$0.83/ 100g
bakery,Farmer's Market,Butter Tarts,Farmer's MarketButter Tarts765 g,$8.99ea,$1.18/ 100g
bakery,,"1/4 Slab Cake, White *Minimum 24 Hours Notice Required*","1/4 Slab Cake, White *Minimum 24 Hours Notice Required*1200 g",$27.99ea,$2.33/ 100g
bakery,ACE,Rosemary Focaccia Triangle Buns,ACERosemary Focaccia Triangle Buns960 g,$6.29ea,$0.66/ 100g
bakery,,"6"" Grand Maman Marie Sponge Flan","6"" Grand Maman Marie Sponge Flan100 g",$2.99ea,$2.99/ 100g
bakery,Sha Sha,Shasha Cocoa Snaps,Sha ShaShasha Cocoa Snaps300x300.0 g,$6.99ea,$2.33/ 100g
bakery,Country Harvest,Sesame Bagels,Country HarvestSesame Bagels450 g,$3.99ea,$0.89/ 100g
bakery,ACE,"Baguette, Harvest Multi-grain","ACEBaguette, Harvest Multi-grain380 g",$3.79ea,$1.00/ 100g
bakery,Farmer's Market,Raisin Butter Tarts,Farmer's MarketRaisin Butter Tarts6x85.0 g,$7.29ea,$1.43/ 100g
bakery,,Bruschetta,Bruschetta370 g,$3.99ea,$1.08/ 100g
bakery,,Savoury Butter Rolls,Savoury Butter Rolls340 g,$4.49ea,$1.32/ 100g
bakery,Dimpflmeier,Sonnenblumenkerne Bread,DimpflmeierSonnenblumenkerne Bread454 g,$4.49ea,$0.99/ 100g
bakery,ACE,Burger Bun Iconic Sesame Gourmet,ACEBurger Bun Iconic Sesame Gourmet260 g,$3.99ea,$1.53/ 100g
bakery,Country Harvest,14 Grain Bagels,Country Harvest14 Grain Bagels450 g,$3.99ea,$0.89/ 100g
bakery,Farmer's Market,Date Square,Farmer's MarketDate Square450 g,$6.99ea,$1.55/ 100g
bakery,Schar,Deli Sourdough Bread,ScharDeli Sourdough Bread240 g,$8.99ea,$3.75/ 100g
bakery,Create A Treat,Gingerbread Mini Village Kit,Create A TreatGingerbread Mini Village Kit810 g,$12.99ea,$1.60/ 100g
bakery,,Dark Fruit Cake,Dark Fruit Cake370 g,$5.99ea,$1.62/ 100g
bakery,,Bread Cheese Sliced,Bread Cheese Sliced470 g,$6.29ea,$1.34/ 100g
bakery,Farmer's Market,Carrot Muffins,Farmer's MarketCarrot Muffins600 g,$6.99ea,$1.17/ 100g
bakery,Casa Mendosa,Small Corn Tortillas,Casa MendosaSmall Corn Tortillas238 g,$3.49ea,$1.47/ 100g
bakery,Pita Break,"Morning Rounds, Cranberry Orange","Pita BreakMorning Rounds, Cranberry Orange450 g",$4.29ea,$0.95/ 100g
bakery,,"Pumpkin Pie, 8 Inch","Pumpkin Pie, 8 Inch680 g",$5.99ea,$0.88/ 100g
bakery,Farmer's Market,Bumbleberry Crumble Pie,Farmer's MarketBumbleberry Crumble Pie1 kg,$9.99ea,$1.00/ 100g
bakery,,Hawaiian Sprinkle Donutss 2 Pack,Hawaiian Sprinkle Donutss 2 Pack2x200.0 g,$3.49ea,$1.75/ 100g
bakery,Farmer's Market,"Sliced Loaf Cake, Banana","Farmer's MarketSliced Loaf Cake, Banana420 g",$6.29ea,$1.50/ 100g
bakery,LA FOURNEE DOREE,Milk Brioche Rolls,LA FOURNEE DOREEMilk Brioche Rolls350 g,$6.49ea,$1.85/ 100g
bakery,,Sesame Egg Bread,Sesame Egg Bread450 g,$3.89ea,$0.86/ 100g
bakery,Farmer's Market,T&S Icebox Cookies Pk 12  ,Farmer's MarketT&S Icebox Cookies Pk 12  372 g,$5.99ea,$1.61/ 100g
bakery,Baxters,Swiss Rolls Strawberry Shortcake,BaxtersSwiss Rolls Strawberry Shortcake402 g,$5.49ea,$1.37/ 100g
bakery,ACE,Focaccia Quarter,ACEFocaccia Quarter390 g,$4.99ea,$1.28/ 100g
bakery,,Oatmeal Raisin Cookies 18Pk,Oatmeal Raisin Cookies 18Pk738 g,$6.99ea,$0.95/ 100g
bakery,ACE,Brioche Bagel,ACEBrioche Bagel272 g,$4.19ea,$1.54/ 100g
bakery,,"Cake, 1/2 Slab *MINIMUM 24 HOURS NOTICED REQUIRED*","Cake, 1/2 Slab *MINIMUM 24 HOURS NOTICED REQUIRED*1 ea",$50.99ea,$3.40/ 100g
bakery,No Name,English Muffin Whole Wheat,No NameEnglish Muffin Whole Wheat342 g,$2.89ea,$0.85/ 100g
bakery,President's Choice,Carrot Nut Rustic Cake,President's ChoiceCarrot Nut Rustic Cake610 g,$7.99ea,$1.31/ 100g
bakery,ACE,"Crostino, Roasted Garlic","ACECrostino, Roasted Garlic125 g",$5.49ea,$4.39/ 100g
bakery,Farmer's Market,Cookies Oatmeal,Farmer's MarketCookies Oatmeal456 g,$5.99ea,$1.31/ 100g
bakery,Casa Mendosa,"Tortilla Queso 10""","Casa MendosaTortilla Queso 10""384 g",$4.49ea,$1.17/ 100g
bakery,La Baguetterie,Roasted Garlic Oval,La BaguetterieRoasted Garlic Oval398 g,$3.19ea,$0.80/ 100g
bakery,,Red Pepper Breads,Red Pepper Breads284 g,$3.89ea,$1.57/ 100g
bakery,,Bread Cinnamon Raisin Sliced,Bread Cinnamon Raisin Sliced550 g,$4.49ea,$0.82/ 100g
bakery,Farmer's Market,Brownies,Farmer's MarketBrownies265 g,$4.99ea,$1.88/ 100g
bakery,Country Harvest,Sourdough Bagel,Country HarvestSourdough Bagel450 g,$3.99ea,$0.89/ 100g
bakery,Lanthier,Croissant Mini'S ,LanthierCroissant Mini'S 14x210.0 g,$5.49ea,$2.61/ 100g
bakery,President's Choice,Original Mini Bagel,President's ChoiceOriginal Mini Bagel380 g,$3.49ea,$0.92/ 100g
bakery,Ready Bake,"Oval, Olive","Ready BakeOval, Olive450 g",$4.99ea,$1.11/ 100g
bakery,,"Cherry Pie, 8 Inch","Cherry Pie, 8 Inch680 g",$5.99ea,$0.88/ 100g
bakery,,Parisienne Bread,Parisienne Bread510 g,$3.29ea,$0.65/ 100g
bakery,,"Rolls, Calabrese","Rolls, Calabrese480 g",$3.99ea,$0.83/ 100g
bakery,,"Apple Pie, 8 Inch","Apple Pie, 8 Inch750 g",$5.99ea,$0.80/ 100g
bakery,Farmer's Market,Butter Tarts,Farmer's MarketButter Tarts765 g,$8.99ea,$1.18/ 100g
bakery,Frontier Bakery,White Bread Greek Pitas,Frontier BakeryWhite Bread Greek Pitas425 g,$1.59ea,$0.37/ 100g
bakery,LA FOURNEE DOREE,Mini Brioches,LA FOURNEE DOREEMini Brioches480 g,$4.29ea,$0.89/ 100g
bakery,,"6"" Grand Maman Marie Sponge Flan","6"" Grand Maman Marie Sponge Flan100 g",$2.99ea,$2.99/ 100g
bakery,ACE,Sesame Baguette Bagel,ACESesame Baguette Bagel300 g,$4.19ea,$1.40/ 100g
bakery,,Bruschetta,Bruschetta370 g,$3.99ea,$1.08/ 100g
bakery,DItaliano,Brioche-Style Sausage Buns,DItalianoBrioche-Style Sausage Buns420 g,$3.99ea,$0.95/ 100g
bakery,Schar,Artisan Baker White Bread,ScharArtisan Baker White Bread400 g,$8.99ea,$2.25/ 100g
bakery,Rubschlager,Flax Seeds Loaf,RubschlagerFlax Seeds Loaf454 g,$2.89ea,$0.64/ 100g
bakery,,Flame-Baked Naan Original,Flame-Baked Naan Original400 g,$3.99ea,$1.00/ 100g
bakery,Dimpflmeier,Munich Style Rye Bread,DimpflmeierMunich Style Rye Bread500 g,$4.49ea,$0.90/ 100g
bakery,President's Choice,Mini Tortilllas Original ,President's ChoiceMini Tortilllas Original 192 g,$3.39ea,$1.77/ 100g
bakery,President's Choice,Meringue Nests,President's ChoiceMeringue Nests100 g,$3.99ea,$3.99/ 100g
bakery,,Old Fashioned Lemon Pie ,Old Fashioned Lemon Pie 114 g,$1.79ea,$1.57/ 100g
bakery,Country Harvest,Seeds and Grains Bread,Country HarvestSeeds and Grains Bread600 g,$3.99ea,$0.67/ 100g
bakery,,"100% Whole Wheat Bread, Unsliced","100% Whole Wheat Bread, Unsliced450 g",$2.99ea,$0.66/ 100g
bakery,,Dark Fruit Cake,Dark Fruit Cake370 g,$5.99ea,$1.62/ 100g
bakery,Farmer's Market,"Sliced Loaf Cake, Vanilla","Farmer's MarketSliced Loaf Cake, Vanilla420 g",$6.29ea,$1.50/ 100g
bakery,,"Croissants, All Butter","Croissants, All Butter65 g",$1.49ea,$2.29/ 100g
bakery,Niche Bakers,Butter Spritz Holiday Cookie Tray,Niche BakersButter Spritz Holiday Cookie Tray430 g,$7.99ea,$1.86/ 100g
bakery,,"Pumpkin Pie, 8 Inch","Pumpkin Pie, 8 Inch680 g",$5.99ea,$0.88/ 100g
bakery,President's Choice,Gigantico Sausage Buns,President's ChoiceGigantico Sausage Buns432 g,$3.99ea,$0.92/ 100g
bakery,Hostess,Cupcakes Chocolate Cakes,HostessCupcakes Chocolate Cakes206 g,$3.59ea,$1.74/ 100g
bakery,,Texas Hot Dog Buns,Texas Hot Dog Buns520 g,$3.79ea,$0.73/ 100g
bakery,President's Choice, Khubz Middle Eastern-Style Pita,President's Choice Khubz Middle Eastern-Style Pita400 g,$3.49ea,$0.87/ 100g
bakery,Farmer's Market,Chocolate Chip Cookies,Farmer's MarketChocolate Chip Cookies456 g,$5.99ea,$1.31/ 100g
bakery,Stonemill,Chia and Supergrains Bread,StonemillChia and Supergrains Bread454 g,$4.99ea,$1.10/ 100g
bakery,,Old Fashioned Wild Blueberry Pie,Old Fashioned Wild Blueberry Pie114 g,$1.79ea,$1.57/ 100g
bakery,Farmer's Market,Black Forest Cake,Farmer's MarketBlack Forest Cake750 g,$15.99ea,$2.13/ 100g
bakery,ACE,Brioche Bagel,ACEBrioche Bagel272 g,$4.19ea,$1.54/ 100g
bakery,Rudolphs,Bavarian Poppy Seed & Bran Bread,RudolphsBavarian Poppy Seed & Bran Bread500 g,$4.29ea,$0.86/ 100g
bakery,No Name,English Muffin Whole Wheat,No NameEnglish Muffin Whole Wheat342 g,$2.89ea,$0.85/ 100g
bakery,President's Choice,Carrot Nut Rustic Cake,President's ChoiceCarrot Nut Rustic Cake610 g,$7.99ea,$1.31/ 100g
bakery,ACE,Cheddar Gourmet Ciabatta Buns,ACECheddar Gourmet Ciabatta Buns300 g,$3.99ea,$1.33/ 100g
bakery,Oroweat,100% Whole Grain Bread,Oroweat100% Whole Grain Bread680 g,$6.29ea,$0.93/ 100g
bakery,ACE,Vanilla & Peal Sugar Brioche Roll,ACEVanilla & Peal Sugar Brioche Roll288 g,$4.79ea,$1.66/ 100g
bakery,,Red Pepper Breads,Red Pepper Breads284 g,$3.89ea,$1.57/ 100g
bakery,Farmer's Market,Pecan Pie 9 Inch,Farmer's MarketPecan Pie 9 Inch580 g,$9.99ea,$1.72/ 100g
bakery,,"Bagel, Blueberry","Bagel, Blueberry108 g",$4.29ea,$3.97/ 100g
bakery,Country Harvest,Sourdough Bagel,Country HarvestSourdough Bagel450 g,$3.99ea,$0.89/ 100g
bakery,Farmer's Market,Marble Coffee Cake,Farmer's MarketMarble Coffee Cake500 g,$6.00ea,$1.20/ 100g
bakery,,"Ancient Grain Bread, Sliced","Ancient Grain Bread, Sliced560 g",$3.99ea,$0.71/ 100g
bakery,ACE,"Focaccia, Cranberry Raisin","ACEFocaccia, Cranberry Raisin320 g",$6.59ea,$2.06/ 100g
bakery,ACE,"Oval, Roasted Garlic","ACEOval, Roasted Garlic454 g",$5.99ea,$1.32/ 100g
bakery,President's Choice,Original Mini Bagel,President's ChoiceOriginal Mini Bagel380 g,$3.49ea,$0.92/ 100g
bakery,,Parisienne Bread,Parisienne Bread510 g,$3.29ea,$0.65/ 100g
bakery,Farmer's Market,T&S Shortbread Cookies Pk 12  ,Farmer's MarketT&S Shortbread Cookies Pk 12  372 g,$5.99ea,$1.61/ 100g
bakery,Weston,"Texas Toast Bread, 100% Whole Wheat","WestonTexas Toast Bread, 100% Whole Wheat675 g",$3.99ea,$0.59/ 100g
bakery,,Texas Hamburger Buns- White,Texas Hamburger Buns- White520 g,$3.79ea,$0.73/ 100g
bakery,Create A Treat,Ugly Sweater Cookie Kit,Create A TreatUgly Sweater Cookie Kit406 g,$8.99ea,$2.21/ 100g
bakery,,"Bagels, Sesame","Bagels, Sesame108 g",$4.29ea,$3.97/ 100g
bakery,,"6"" Chocolate Brownie Cheesecake","6"" Chocolate Brownie Cheesecake600 g",$18.99ea,$3.17/ 100g
bakery,DItaliano,Brioche-Style Sausage Buns,DItalianoBrioche-Style Sausage Buns420 g,$3.99ea,$0.95/ 100g
bakery,Gestion Touche,Vanilla Sunny Shell Cakes,Gestion ToucheVanilla Sunny Shell Cakes23.67 g,$3.29ea,$2.32/ 100g
bakery,Farmer's Market,Fudge Square,Farmer's MarketFudge Square400 g,$6.99ea,$1.75/ 100g
bakery,,Cookies and Cream 8inch Cake,Cookies and Cream 8inch Cake1.2 kg,$27.99ea,$2.33/ 100g
bakery,President's Choice,Mini Tortilllas Original ,President's ChoiceMini Tortilllas Original 192 g,$3.39ea,$1.77/ 100g
bakery,Dempster,Bread Multigrain,DempsterBread Multigrain600 g,$4.39ea,$0.73/ 100g
bakery,Wonder,Flour Tortillas White 10 Medium ,WonderFlour Tortillas White 10 Medium 340 g,$3.99ea,$1.17/ 100g
bakery,,Sweet Squares Tray (Minimum 24 Hours Notice Required),Sweet Squares Tray (Minimum 24 Hours Notice Required)750 g,$25.00ea,$3.33/ 100g
bakery,President's Choice,Extra Thick Sliced Cinnamon Bread with Raisins,President's ChoiceExtra Thick Sliced Cinnamon Bread with Raisins675 g,$4.99ea,$0.74/ 100g
bakery,,Amazing Grain Bread Sliced,Amazing Grain Bread Sliced450 g,$4.49ea,$1.00/ 100g
bakery,,"Cake Slice, Milk Chocolate Caramel","Cake Slice, Milk Chocolate Caramel120 g",$4.00ea,$3.33/ 100g
bakery,Country Harvest,Sunflower Flax Bread,Country HarvestSunflower Flax Bread600 g,$3.99ea,$0.67/ 100g
bakery,Farmer's Market,Chocolate Ganache Coffee Cake,Farmer's MarketChocolate Ganache Coffee Cake500 g,$6.00ea,$1.20/ 100g
bakery,Sha Sha,Coconut Chia Snaps ,Sha ShaCoconut Chia Snaps 300 g,$6.99ea,$2.33/ 100g
bakery,Elite Sweets,Tiramisu,Elite SweetsTiramisu700 g,$17.49ea,$2.50/ 100g
bakery,,Strawberry Cake 1/4 Slab,Strawberry Cake 1/4 Slab1300 g,$34.99ea,$2.69/ 100g
bakery,Farmer's Market,Lemon Squares,Farmer's MarketLemon Squares400 g,$6.99ea,$1.75/ 100g
bakery,,"1/4 Slab Cake, 1 Option or Theme *MINIMUM 24 HOURS NOTICED REQUIRED*","1/4 Slab Cake, 1 Option or Theme *MINIMUM 24 HOURS NOTICED REQUIRED*2 kg",$35.99ea,$2.00/ 100g
bakery,,Chocolate Dip Donut 2 Pack,Chocolate Dip Donut 2 Pack2x170.0 g,$3.49ea,$2.05/ 100g
bakery,ACE,"Crostino, Grated Parmesan","ACECrostino, Grated Parmesan125 g",$5.49ea,$4.39/ 100g
bakery,Stonemill,Chia and Supergrains Bread,StonemillChia and Supergrains Bread454 g,$4.99ea,$1.10/ 100g
bakery,,"Celebration Cupcakes, White","Celebration Cupcakes, White6x300.0 g",$6.49ea,$0.36/ 100g
bakery,,"Italian Bread, Crusty Sliced","Italian Bread, Crusty Sliced450 g",$2.99ea,$0.66/ 100g
bakery,PC Blue Menu,100% Whole Wheat Loaf,PC Blue Menu100% Whole Wheat Loaf450 g,$5.19ea,$1.15/ 100g
bakery,,"Cake Slice, Chocolate Truffle","Cake Slice, Chocolate Truffle120 g",$4.00ea,$3.33/ 100g
bakery,President's Choice,Everything Naan Dippers Club Size,President's ChoiceEverything Naan Dippers Club Size410 g,$6.99ea,$1.70/ 100g
bakery,President's Choice,Mini Naan Traditional 4 Flatbreads,President's ChoiceMini Naan Traditional 4 Flatbreads180 g,$3.29ea,$1.83/ 100g
bakery,Old Mill,Cracked Wheat Bread,Old MillCracked Wheat Bread675 g,$2.69ea,$0.40/ 100g
bakery,,"Cream Filled Horns, 6 Pack","Cream Filled Horns, 6 Pack6x33.3 g",$5.99ea,$3.00/ 100g
bakery,No Name,Original Mini Pitas,No NameOriginal Mini Pitas170 g,$1.99ea,$1.17/ 100g
bakery,Ready Bake,"Demi-Baguette, White","Ready BakeDemi-Baguette, White200 g",$2.99ea,$1.50/ 100g
bakery,,"Caramel Apple Pie, 8 Inch","Caramel Apple Pie, 8 Inch680 g",$5.99ea,$0.88/ 100g
bakery,Oroweat,100% Whole Grain Bread,Oroweat100% Whole Grain Bread680 g,$6.29ea,$0.93/ 100g
bakery,Sha Sha,Gingerbread Cookie,Sha ShaGingerbread Cookie250x250.0 g,$5.49ea,$2.20/ 100g
bakery,Stonemill,Wholesome Bread Loaf 21 Grains ,StonemillWholesome Bread Loaf 21 Grains 454 g,$4.39ea,$0.97/ 100g
bakery,,"Flax Bread, Sliced","Flax Bread, Sliced450 g",$3.99ea,$0.89/ 100g
